,lat,lng,date,addr,turst
1129,42.44702505,-82.98569156,2007/6/15,20329  SCHOENHERR,True
1130,42.37797132,-83.15884579,2007/6/15,12171  WYOMING,True
1131,42.37816196,-83.16076642,2007/6/15,12184  ILENE,True
1132,42.36073156,-83.16278267,2007/6/15,8970  BIRWOOD,True
1133,42.38382522,-83.17066267,2007/6/15,13152  STEEL,True
1134,42.38249388,-83.17680626,2007/6/15,12770  HARTWELL,True
1135,,,2007/6/15,13510  MANOR,False
1136,42.38189778,-83.15898172,2007/6/15,12795  WYOMING,True
1137,42.37063359,-83.16796153,2007/6/15,10030  MEYERS,True
1138,42.38286468,-83.18494194,2007/6/15,12763  FREELAND,True
1139,45.3566502,-86.9306739,2007/6/15,11501  WISCONSIN,True
1140,,,2007/6/15,11645  OHIO,False
1141,42.44443826,-83.00372429,2007/6/15,20100  ROWE,True
1142,42.43133857,-82.98165267,2007/6/15,13860  LINNHURST,True
1143,42.36504197,-83.17025099,2007/6/15,9418  STEEL,True
1144,42.36335578,-83.17020633,2007/6/15,9276  STEEL,True
1145,42.35912911,-83.1640028,2007/6/15,8824  MENDOTA,True
1146,42.44173786,-82.97465929,2007/6/15,14447  TACOMA,True
1147,42.38399142,-83.15882557,2007/2/15,13150  WYOMING,True
1148,38.039956,-84.4693149,2007/2/15,9192  MANOR,True
1149,42.36148033,-83.16280596,2007/2/15,9108  BIRWOOD,True
1150,38.039956,-84.4693149,2007/2/15,9322  MANOR,True
1151,42.39067661,-83.16895135,2007/2/15,14145  MEYERS,True
1152,42.38152733,-83.15874792,2007/2/15,12724  WYOMING,True
1153,42.33206935,-83.15037046,2007/2/15,5633  LAWNDALE,True
1154,42.3817413,-83.15875466,2007/2/15,12764  WYOMING,True
1155,42.3864535,-83.1541981,2007/2/15,13511  CHERRYLAWN,True
1156,42.36210734,-83.16410145,2007/2/15,9170  MENDOTA,True
1157,42.38148453,-83.15874657,2007/2/15,12716  WYOMING,True
1158,38.039956,-84.4693149,2007/2/15,13157  KENTUCKY,True
1159,42.36457358,-83.16439211,2007/2/15,9359  MENDOTA,True
1160,42.36903032,-83.14472765,2007/2/15,9729  AMERICAN,True
1161,42.36432052,-83.16921112,2007/2/15,9343  APPOLINE,True
1162,42.36860377,-83.14448391,2007/2/15,9688  AMERICAN,True
1163,42.363582,-83.1372199,2007/2/15,5002-4  RIDGEWOOD,True
1164,42.3778384,-83.15861875,2007/2/15,12150  WYOMING,True
1165,42.382961,-83.2431129,2007/2/15,1721  TYLER,True
1166,42.38113147,-83.15873543,2007/2/15,12650  WYOMING,True
1167,42.38436146,-83.10013536,2007/2/15,1524  CALVERT,True
1168,42.3741888,-83.15140117,2007/2/15,11062  CLOVERLAWN,True
1169,42.36600494,-83.13759603,2007/2/15,9457  WOODSIDE,True
1170,42.40417108,-83.14379461,2007/2/15,15389  MONICA,True
1171,42.36277914,-83.16412036,2007/2/15,9222  MENDOTA,True
1172,42.36420056,-83.16536211,2007/2/15,9322  PINEHURST,True
1173,42.37966412,-83.1586843,2007/2/15,12410  WYOMING,True
1174,42.36873186,-83.14448946,2007/2/15,9700  AMERICAN,True
1175,38.039956,-84.4693149,2007/2/15,12057  KENTUCKY,True
1176,39.763736,-86.1326869,2007/2/15,11680  INDIANA,True
1177,42.38302553,-83.18469427,2007/2/15,12770  FREELAND,True
1178,42.38399939,-83.16094879,2007/2/15,13160  ILENE,True
1179,42.36352845,-83.15418914,2007/2/15,8581  WESTFIELD,True
1180,42.36504318,-83.165386,2007/2/15,9408  PINEHURST,True
1181,45.3566502,-86.9306739,2007/2/15,11833  WISCONSIN,True
1182,42.364048,-83.1316621,2007/2/15,5206  JOY ROAD,True
1183,42.374133,-83.158481,2007/2/15,11658  WYOMING,True
1184,38.039956,-84.4693149,2007/1/15,11616  KENTUCKY,True
1185,38.039956,-84.4693149,2007/1/15,12042  KENTUCKY,True
1186,39.763736,-86.1326869,2007/1/15,11953  INDIANA,True
1187,42.40080827,-83.03965864,2015/6/30,9665  BROCKTON,True
1188,42.39902886,-83.04068472,2015/6/30,6105  DOREMUS,True
1189,42.400331,-83.039657,2015/6/30,6200  EDWIN,True
1190,42.39663155,-83.03959824,2015/6/30,6142  HEDGE,True
1191,42.39813729,-83.04016112,2015/6/30,6128  COMSTOCK,True
1192,42.3761976,-83.0417917,2015/6/30,1082 E GRAND BLVD,True
1193,42.39679827,-83.03945845,2015/6/30,6155  HEDGE,True
1194,42.39529982,-83.03874373,2015/6/30,6209  DOMINE,True
1195,42.39878567,-83.04115033,2015/6/30,9441  BROCKTON,True
1196,42.39662291,-83.04005674,2015/6/30,6104  HEDGE,True
1197,42.39738827,-83.03890682,2015/6/30,6202  HUBER,True
1198,42.39978915,-83.03926527,2015/6/30,6179  NORWALK,True
1199,,,2015/6/30,4515  FIELD,False
1200,42.39813253,-83.0404257,2015/6/30,6098  COMSTOCK,True
1201,42.39828526,-83.04106518,2015/6/30,6027  COMSTOCK,True
1202,42.39738464,-83.03938924,2015/6/30,6162  HUBER,True
1203,42.39662473,-83.03996021,2015/6/30,6112  HEDGE,True
1204,33.767022,-84.4493179,2015/6/30,4109  GEORGIA,True
1205,42.40019297,-83.04011242,2015/6/30,9607  BROCKTON,True
1206,42.39512228,-83.04062685,2015/6/30,5992  DOMINE,True
1207,42.39829901,-83.04032267,2015/6/30,6111  COMSTOCK,True
1208,42.39785761,-83.04183535,2015/6/30,9351  BROCKTON,True
1209,42.36969612,-83.00770076,2015/6/30,8020  SYLVESTER,True
1210,42.397514,-83.041862,2015/6/30,5941  HUBER,True
1211,42.39828624,-83.04101214,2015/6/30,6033  COMSTOCK,True
1212,42.39812017,-83.04111361,2015/6/30,6020  COMSTOCK,True
1213,42.39663564,-83.03938106,2015/6/30,6160  HEDGE,True
1214,42.40034191,-83.03929478,2015/6/30,6240  EDWIN,True
1215,42.40033209,-83.03962078,2015/6/30,6204  EDWIN,True
1216,42.419761,-82.9368299,2015/6/30,10694  LANARK,True
1217,42.39828362,-83.04115357,2015/6/30,6017  COMSTOCK,True
1218,42.39978128,-83.03971724,2015/6/30,6141  NORWALK,True
1219,41.733107,-71.2578279,2015/6/26,15420 E WARREN,True
1220,42.34127915,-83.22414792,2015/6/26,6920  STAHELIN,True
1221,42.39024428,-83.18415495,2015/6/25,14125  ARDMORE,True
1222,42.42839369,-82.94946409,2015/6/24,12300  LANSDOWNE,True
1223,-26.2073783,28.338827,2015/6/24,13102  WARD,True
1224,42.39461131,-82.95698796,2015/6/23,4838  MARLBOROUGH,True
1225,,,2015/6/23,4127- E MCNICHOLS,False
1226,42.41265395,-83.18928226,2015/6/23,16622  HUBBELL,True
1227,42.35794132,-83.13090607,2015/6/23,5570  MAPLEWOOD,True
1228,42.32860012,-83.13688267,2015/6/23,4480  CASPER,True
1229,,,2015/6/23,4127- E MCNICHOLS,False
1230,41.4818576,-81.8289544,2015/6/23,2563  LAKEWOOD,True
1231,42.40433131,-82.93156299,2015/6/23,4893  GRAYTON,True
1232,,,2015/6/23,8234  NORMILE,False
1233,42.3568638,-83.02432873,2015/6/23,3411  BENSON,True
1234,42.441952,-83.0881583,2015/6/23,20069  GREELEY,True
1235,42.40066764,-83.12658895,2015/6/23,14860  LINWOOD,True
1236,15.1512684,120.5650084,2015/6/23,4439  CENTRAL,True
1237,39.184746,-119.7088048,2015/6/22,2326-  CARSON,True
1238,42.39142737,-83.26034398,2015/6/19,14363  DACOSTA,True
1239,,,2015/6/19,17450  JOS CAMPAU,False
1240,42.39181223,-83.23337849,2015/6/19,14350  MINOCK,True
1241,42.4476817,-83.0431827,2015/6/19,13784  GABLE,True
1242,42.42008412,-83.06137647,2015/6/19,17232  DEAN,True
1243,42.41381713,-83.07693742,2015/6/19,13984  LUMPKIN,True
1244,42.42189675,-83.07085185,2015/6/19,17534  MCDOUGALL,True
1245,42.39754162,-82.92082746,2015/6/18,3577  GUILFORD,True
1246,,,2015/6/18,2835  16TH,False
1247,35.5889694,-89.8136939,2015/6/18,501  TENNESSEE,True
1248,42.39158228,-82.95044238,2015/6/18,4236  ALTER,True
1249,42.37678195,-82.94066996,2015/6/18,1270  ALTER,True
1250,42.38861303,-82.9685686,2015/6/18,4655  ALGONQUIN,True
1251,,,2015/6/18,3323  CLEMENTS,False
1252,42.36775148,-82.94108142,2015/6/18,548  CHALMERS,True
1253,42.33741363,-83.0785541,2015/6/18,3121  WABASH,True
1254,,,2015/6/17,21630  JASON,False
1255,42.36646644,-83.00772315,2015/6/17,7733  MACK,True
1256,42.359318,-83.02770086,2015/6/17,3337  GRATIOT,True
1257,42.40246724,-83.15511599,2015/6/17,8727  FENKELL,True
1258,42.401458,-82.9935249,2015/6/17,11100  CONNER,True
1259,,,2015/6/17,3182  SUPERIOR,False
1260,42.3761976,-83.0417917,2015/6/17,1964 E GRAND BLVD,True
1261,42.36564192,-83.21558223,2015/6/16,9569  ARCHDALE,True
1262,,,2015/6/16,16939  WINSTON,False
1263,42.31027651,-83.1191168,2015/6/16,7233  CAHALAN,True
1264,,,2015/6/16,532  OAKWOOD,False
1265,,,2015/6/16,6060 W VERNOR,False
1266,42.28923129,-83.1457922,2015/6/16,344  BAYSIDE,True
1267,,,2015/6/15,16611  MEYERS,False
1268,,,2006/12/15,16831 W GRAND RIVER,False
1269,,,2006/12/15,10407  WHITTIER,False
1270,,,2006/12/15,9403  MT ELLIOTT,False
1271,,,2006/12/15,6101 E MCNICHOLS,False
1272,,,2006/12/15,4383  SPRINGLE,False
1273,,,2006/12/15,4152  SPRINGLE,False
1274,42.43391462,-83.12109915,2015/4/15,19344 CUMBERLAND,True
1275,42.43391462,-83.12109915,2015/4/15,19344 CUMBERLAND,True
1276,42.33953007,-83.05672577,2015/4/14,2500 CLIFFORD,True
1277,42.35301358,-83.10010273,2015/4/14,5743 W GRAND RIVER,True
1278,42.33963608,-83.05592148,2015/4/14,124 HENRY,True
1279,42.34034588,-83.0542622,2015/4/14,42 HENRY,True
1280,42.42302671,-83.10877204,2015/4/14,17926 WOODWARD,True
1281,42.40697082,-83.14029386,2015/4/14,15744 LIVERNOIS,True
1282,42.41584684,-83.20603154,2015/4/14,16100 W MCNICHOLS,True
1283,42.26776757,-83.16013589,2015/4/14,12528 VISGER,True
1284,42.29224272,-83.13997007,2015/4/14,10287 W FORT,True
1285,42.41812721,-83.09322084,2015/4/14,1001 E MCNICHOLS,True
1286,42.34076992,-83.05597679,2015/4/14,2601 PARK,True
1287,42.41199659,-83.16733895,2015/4/14,2607 - 11 PARK,True
1288,42.34088515,-83.05541217,2015/4/14,66 SIBLEY,True
1289,42.37088826,-83.17179725,2015/4/14,11301 SORRENTO,True
1290,42.38270663,-83.24057222,2015/4/14,3703 JEFFRIES,True
1291,42.34323696,-83.14181142,2004/10/15,7302 WHEELER,True
1292,42.44435199,-83.21193007,2004/10/15,16921 W EIGHT MILE,True
1293,42.44435199,-83.21166965,2004/10/15,16901 W EIGHT MILE,True
1294,42.42202077,-83.04078396,2004/10/15,17420 DWYER,True
1295,42.3309981,-83.03723259,2004/10/15,672 E WOODBRIDGE,True
1296,42.33074622,-83.03611145,2004/10/15,673 FRANKLIN,True
1297,42.34037008,-83.0555758,2004/9/15,2540 PARK,True
1298,42.34037008,-83.0555758,2004/9/15,2540 PARK,True
1299,42.3335912,-83.03003778,2004/9/15,265 RIOPELLE,True
1300,42.3335912,-83.03003778,2004/9/15,265 RIOPELLE,True
1301,42.35285851,-83.23945808,2004/9/15,8253 STOUT,True
1302,42.37293126,-83.05816843,2004/7/15,6401 RUSSELL,True
1303,42.37293126,-83.05816843,2004/7/15,6401 RUSSELL,True
1304,42.31635076,-83.12415731,2004/6/15,2577 STAIR,True
1305,42.31635076,-83.12415731,2004/6/15,2577 STAIR,True
1306,42.3143988,-83.13199397,2004/2/15,2652 NORMAN,True
1307,42.31478827,-83.10933435,2004/2/15,1788 LIVERNOIS,True
1308,42.39377258,-83.0827708,2004/2/15,314 ENGLEWOOD,True
1309,42.32536852,-83.13346313,2004/2/15,4026 CENTRAL,True
1310,42.39377258,-83.0827708,2004/2/15,314 ENGLEWOOD,True
1311,42.36096764,-83.11964278,2004/1/15,8338 W GRAND RIVER,True
1312,42.36096764,-83.11964278,2004/1/15,8338 W GRAND RIVER,True
1313,42.33168114,-83.04799604,2015/3/31,3901- 11 BEAUBIEN,True
1314,42.33168114,-83.04799604,2015/3/31,3901- 11 BEAUBIEN,True
1315,42.43215739,-83.21187822,2015/3/26,19301 BILTMORE,True
1316,42.43340992,-83.21842779,2015/3/26,19373 FENMORE,True
1317,42.43215739,-83.21187822,2015/3/26,19301 BILTMORE,True
1318,42.43611778,-83.20549803,2015/3/26,19727 RUTHERFORD,True
1319,42.44138832,-83.20318771,2015/3/26,20209 FORRER,True
1320,42.41053943,-82.95176442,2015/3/26,9666 BALFOUR,True
1321,42.35429771,-83.0080822,2015/3/26,1786 HELEN,True
1322,42.4088813,-83.12959377,2015/3/26,15870 LAWTON,True
1323,42.37695618,-83.1101905,2015/3/23,2522 CHICAGO,True
1324,42.33221999,-83.13415681,2015/3/19,4779 CHOPIN,True
1325,42.37595139,-82.96024867,2015/3/18,2211 ALGONQUIN,True
1326,42.33753662,-83.07283122,2015/3/18,2916 COCHRANE,True
1327,42.33529658,-83.07340966,2015/3/18,1824 SPRUCE,True
1328,42.33901615,-83.07564855,2015/3/18,1830 ASH,True
1329,42.38960708,-82.97034266,2015/3/18,4810 ANDERDON,True
1330,42.31289622,-83.12373096,2015/3/17,7626 W VERNOR,True
1331,42.39861562,-82.95022152,2015/3/16,15301 E WARREN,True
1332,42.37294048,-83.02289708,2003/12/15,5045 CONCORD,True
1333,42.34452636,-83.12408126,2003/11/15,5840 W WARREN,True
1334,42.41632734,-82.99003862,2003/11/15,12333 GRATIOT,True
1335,42.38415103,-82.94567807,2003/11/15,2647 ALTER,True
1336,42.37885744,-82.94211291,2003/11/15,1544 ALTER,True
1337,42.3483335,-82.99976848,2003/11/15,7339 E JEFFERSON,True
1338,42.33168114,-83.04799604,2003/11/15,7349- 7355 E JEFFERSON,True
1339,42.38420749,-82.94563313,2003/11/15,2652 ALTER,True
1340,42.36178142,-83.12165478,2003/11/15,8522 W GRAND RIVER,True
1341,42.36178142,-83.12165478,2003/11/15,8522 W GRAND RIVER,True
1342,42.42638676,-83.09584113,2003/10/15,701 E MARGARET,True
1343,42.40406476,-82.91662098,2003/10/15,17929 MACK,True
1344,42.43009711,-83.09548162,2003/10/15,745 E ROBINWOOD,True
1345,42.35108284,-83.07961931,2003/6/15,4829 COMMONWEALTH,True
1346,42.32171348,-83.09211004,2003/5/15,4007 W VERNOR,True
1347,42.38206079,-83.07005768,2003/5/15,8529 OAKLAND,True
1348,42.32175556,-83.09200009,2003/5/15,4001 W VERNOR,True
1349,42.37120744,-83.0197479,2003/5/15,6927 GRATIOT,True
1350,42.4189822,-83.04594963,2003/5/15,5636 E MCNICHOLS,True
1351,42.40706069,-83.14029386,2003/5/15,15750 LIVERNOIS,True
1352,42.41897183,-83.04635985,2003/4/15,5612 E MCNICHOLS,True
1353,42.34479254,-83.14376108,2003/4/15,7501 W. WARREN,True
1354,42.34850749,-83.00429234,2003/4/15,622 HELEN,True
1355,42.42638676,-83.09584113,2003/4/15,701 E MARGARET,True
1356,42.43009711,-83.09548162,2003/4/15,745 E ROBINWOOD,True
1357,42.35555831,-82.98137346,2003/2/15,350 PARKVIEW,True
1358,42.38164251,-83.09684131,2015/2/25,1445 CHICAGO,True
1359,42.42014255,-82.97717109,2015/2/25,14216 LORETTO,True
1360,42.37669115,-83.24505356,2015/2/25,12220 PIERSON,True
1361,42.37606777,-83.24257731,2015/2/25,12143 PATTON,True
1362,42.38815636,-83.12279992,2015/2/25,2922 LESLIE,True
1363,42.35754253,-83.11576063,2015/2/25,4289 ALLENDALE,True
1364,42.37715783,-83.23896721,2015/2/25,12253 HEYDEN,True
1365,42.37562068,-83.24249319,2015/2/25,12108 PATTON,True
1366,42.37517821,-83.23889807,2015/2/25,12077 HEYDEN,True
1367,42.37584884,-83.24257731,2015/2/25,12127 PATTON,True
1368,42.37615995,-83.24629342,2015/2/25,12150 BURT RD,True
1369,42.3728022,-83.24354062,2015/2/25,20687 PATTON CT,True
1370,42.37593987,-83.2450236,2015/2/25,12134 PIERSON,True
1371,42.37661165,-83.24505356,2015/2/25,12218 PIERSON,True
1372,42.3767384,-83.23772735,2015/2/25,12223 VAUGHAN,True
1373,42.37255792,-83.23881741,2015/2/25,11639 HEYDEN,True
1374,42.40236284,-83.25041398,2015/2/23,15400 WESTBROOK,True
1375,42.37403053,-83.00244754,2015/2/23,4229 FISCHER,True
1376,42.44028789,-83.28399723,2015/2/23,20441 WINSTON,True
1377,42.39442823,-82.95466356,2015/2/23,4698 MANISTIQUE,True
1378,42.36322905,-83.16908823,2015/2/23,9257 APPOLINE,True
1379,42.36115033,-83.17381374,2015/2/23,9112 CHEYENNE,True
1380,42.35937927,-83.23963784,2015/2/23,9003 STOUT,True
1381,42.35374807,-83.23458739,2015/2/23,8311 PLAINVIEW,True
1382,42.35299102,-83.22462361,2015/2/23,8246 STAHELIN,True
1383,42.35247019,-83.22107343,2015/2/23,8200 FAUST,True
1384,42.35173849,-83.23942812,2015/2/23,8099 STOUT,True
1385,42.34684129,-83.2414135,2015/2/23,7600 PATTON,True
1386,42.34678714,-83.21731814,2015/2/23,7441 ASHTON,True
1387,42.39039063,-83.23696339,2015/2/23,14220 EVERGREEN,True
1388,42.38439185,-83.22213352,2015/2/23,13500 FAUST,True
1389,42.33168114,-83.04799604,2015/2/23,2504 EDSEL,True
1390,42.4364773,-83.25424186,2015/2/23,21422 PEMBROKE,True
1391,42.4364773,-83.25424186,2015/2/23,21422 PEMBROKE,True
1392,42.43523168,-83.25483298,2015/2/23,19734 CHAPEL,True
1393,42.43515793,-83.22675763,2015/2/23,19515 AVON,True
1394,42.42060807,-83.2450478,2015/2/23,17609 PATTON,True
1395,42.41582149,-83.23818366,2015/2/23,17134 EVERGREEN,True
1396,42.41157994,-83.25948359,2015/2/23,16716 DOLPHIN,True
1397,42.40920048,-83.25229335,2015/2/23,16208 BENTLER,True
1398,42.40016083,-82.95555774,2015/2/23,5287 WAYBURN,True
1399,42.41563597,-82.94334009,2015/2/23,9238 YORKSHIRE,True
1400,42.40239165,-82.95567873,2015/2/23,5603 MARYLAND,True
1401,42.40911752,-82.91783203,2015/2/23,4844 RADNOR,True
1402,42.40818071,-82.91951782,2015/2/23,4825 LODEWYCK,True
1403,42.39645048,-82.94829836,2015/2/23,4675 BEACONSFIELD,True
1404,42.39340846,-82.94939303,2015/2/23,4330 MARYLAND,True
1405,42.43525357,-82.95007172,2015/2/23,18600 KINGSVILLE,True
1406,42.42076939,-82.94985625,2015/2/23,11121 ROXBURY,True
1407,42.42174998,-82.94205415,2015/2/23,10844 MCKINNEY,True
1408,42.33168114,-83.04799604,2015/2/23,8026- 30 E FOREST,True
1409,42.37442807,-83.01420312,2015/2/23,4802 BALDWIN,True
1410,42.38026092,-82.99398749,2015/2/23,4703 HURLBUT,True
1411,42.37599057,-83.00260771,2015/2/23,4525 CRANE,True
1412,42.38202737,-82.98593304,2015/2/23,4442 LEMAY,True
1413,42.37049188,-83.01428839,2015/2/23,4415 SHERIDAN,True
1414,42.37893162,-82.98131866,2015/2/23,3906 LILLIBRIDGE,True
1415,42.37753808,-82.98938297,2015/2/23,3900 GARLAND,True
1416,42.37408124,-82.99120818,2015/2/23,3733 CADILLAC,True
1417,42.36734154,-83.00962856,2015/2/23,3703 BALDWIN,True
1418,42.36986965,-82.99656745,2015/2/23,3509 ROHNS,True
1419,42.36743833,-82.9835939,2015/2/23,2250 BEWICK,True
1420,42.40347825,-83.26064739,2015/2/23,15497 DACOSTA,True
1421,42.39399843,-83.26157728,2015/2/23,14565 LAMPHERE,True
1422,42.38149617,-83.10511009,2002/3/15,1994 GLYNN COURT,True
1423,42.30179629,-83.13356108,2002/3/15,9202 LONGWORTH,True
1424,42.30098624,-83.12169142,2002/3/15,8046 WITT,True
1425,42.41053943,-82.95176442,2002/3/15,9666 BALFOUR,True
1426,42.41136562,-82.97836024,2002/3/15,13019 PROMENADE,True
1427,42.40088561,-82.99221989,2002/3/15,11125 CORBETT,True
1428,42.41019144,-83.06885815,2002/3/15,13107 MAINE,True
1429,42.43546863,-83.08784432,2002/3/15,19321 GREELEY,True
1430,42.44101729,-82.95705109,2002/3/15,15865 MANNING,True
1431,42.44162223,-82.97510965,2002/3/15,14416 TACOMA,True
1432,42.44382885,-82.98670737,2002/3/15,19997 PELKEY,True
1433,42.3973919,-83.02570059,2002/3/15,7330 MERKEL,True
1434,42.44310061,-83.09833352,2002/3/15,20160 IRVINGTON,True
1435,42.38423745,-83.20767815,2002/3/15,12941 ASBURY PARK,True
1436,42.40742712,-83.17176729,2002/3/15,15791 STEEL,True
1437,42.42773954,-82.95011666,2002/3/15,12091 LANSDOWNE,True
1438,42.40250803,-82.95693356,2002/3/15,5710 WAYBURN,True
1439,42.41930783,-83.11017444,2002/3/15,11040- 2 GLENFIELD,True
1440,42.33107232,-83.13584029,2002/3/15,7511 MICHIGAN,True
1441,42.33334223,-83.10735213,2002/3/15,5127 - 29 TRUMBULL,True
1442,42.33107232,-83.13591058,2002/3/15,7515 MICHIGAN,True
1443,42.34292699,-83.00838294,2002/3/15,282 IRON,True
1444,42.43183821,-83.07495718,2002/3/15,18897 ANGLIN,True
1445,42.33168114,-83.04799604,2002/3/15,3272- 74 CLAIRMOUNT,True
1446,42.38738548,-83.11309079,2002/3/15,2346 RICHTON,True
1447,42.44276069,-83.10049289,2002/3/15,20136 KEATING,True
1448,42.3880757,-83.11349985,2002/3/15,2342 CORTLAND,True
1449,42.43536995,-83.10026359,2002/3/15,19330 KEATING,True
1450,42.43430755,-83.09268734,2002/3/15,19221 HAWTHORNE,True
1451,42.43430755,-83.09268734,2002/3/15,19221 HAWTHORNE,True
1452,42.43430755,-83.09268734,2002/3/15,19221 HAWTHORNE,True
1453,42.4339803,-83.09806388,2002/3/15,19208 IRVINGTON,True
1454,42.43322786,-83.08659753,2002/3/15,19127 RIOPELLE,True
1455,42.42631187,-83.08373296,2002/3/15,18074 MARX,True
1456,42.41569589,-82.94577025,2002/3/15,9798 KENSINGTON AVE,True
1457,42.33250309,-83.04975362,2002/3/15,13800 E STATE FAIR,True
1458,42.37723157,-83.24012295,2002/3/15,12256 STOUT,True
1459,42.39606562,-83.12996942,2002/3/15,3014 KENDALL,True
1460,42.35686615,-83.12033058,2002/3/15,4618 PACIFIC,True
1461,42.35628194,-83.13930059,2002/3/15,6349 LINSDALE,True
1462,42.37773051,-83.14017402,2002/3/15,12108 STOEPEL,True
1463,42.35951063,-83.09439732,2002/3/15,6140 15TH,True
1464,42.38105254,-83.07290035,2002/3/15,508 HAGUE,True
1465,42.43407018,-83.11017321,2002/3/15,19228 HAVANA,True
1466,42.42636141,-82.96786987,2002/3/15,14918 TROESTER,True
1467,42.43762727,-83.07147729,2002/3/15,19447 CHAREST,True
1468,42.43144182,-82.9689196,2002/3/15,14866 LINNHURST,True
1469,42.41715583,-82.97949985,2002/3/15,13145 FLANDERS,True
1470,42.40367068,-83.18231297,2015/1/28,15392 STANSBURY,True
1471,42.41475102,-83.28511379,2015/1/28,17128 SALEM,True
1472,42.36498282,-83.08528508,2015/1/27,6520 STERLING,True
1473,42.36439631,-83.08602024,2015/1/27,1430 FERRY PARK,True
1474,42.36393539,-83.08723013,2015/1/27,1506 FERRY PARK,True
1475,42.36269669,-83.08751129,2015/1/27,6218 AVERY,True
1476,42.36444585,-83.08587044,2015/1/27,1422 FERRY PARK,True
1477,42.37502495,-82.93923221,2015/1/22,14901 E JEFFERSON,True
1478,42.3750457,-82.93918035,2015/1/22,14917 E JEFFERSON,True
1479,42.42463645,-83.10301178,2015/1/22,44 W NEVADA,True
1480,42.3448271,-83.14444208,2015/1/20,7544 W WARREN,True
1481,42.38688309,-82.9848015,2015/1/20,11200 E WARREN,True
1482,42.36184842,-83.12197611,2015/1/20,8539 W GRAND RIVER,True
1483,42.37990973,-83.16659004,2015/1/20,12572 W GRAND RIVER,True
1484,42.31585528,-83.10413065,2015/1/15,5844 BAKER,True
1485,42.38507977,-83.00920682,2015/1/15,5793 CRANE,True
1486,42.34107643,-83.09746931,2015/1/15,3426 BUCHANAN,True
1487,42.38883736,-82.94752287,2015/1/14,3600 WAYBURN,True
1488,42.3280326,-83.12963986,2015/1/14,7101 PARKWOOD,True
1489,42.35800575,-83.11736115,2015/1/13,4346 PACIFIC,True
1490,42.41018568,-82.9878101,2001/12/15,12211 ROSEMARY,True
1491,42.40097319,-82.98913177,2001/12/15,11708 MAIDEN,True
1492,42.40285256,-82.97630227,2001/12/15,12714 HAMPSHIRE,True
1493,42.30692989,-83.10439815,2001/12/15,11044- 46 GLENFIELD,True
1494,42.40602249,-82.98693091,2001/12/15,12090 CHELSEA,True
1495,42.40678645,-82.98492018,2001/12/15,12245 CHELSEA,True
1496,42.40542561,-82.97632992,2001/12/15,12797 MAIDEN,True
1497,42.40292285,-82.97331325,2001/12/15,13014 EVANSTON,True
1498,42.40849298,-82.97633107,2001/12/15,13024 LONGVIEW,True
1499,42.40689592,-82.97478932,2001/12/15,13053 CORBETT,True
1500,42.40742251,-82.97944108,2001/12/15,12700 LONGVIEW,True
1501,42.40616652,-82.97419935,2001/12/15,13061 MAIDEN,True
1502,42.40558577,-82.96714854,2001/12/15,14255 HAMPSHIRE,True
1503,42.41823207,-82.97117231,2001/12/15,14490 GLENFIELD,True
1504,42.41382228,-82.96803119,2001/12/15,14518 PROMENADE,True
1505,42.38434922,-83.00550454,2001/12/15,5450 HOLCOMB,True
1506,42.37834122,-83.01950822,2001/12/15,5461 SHERIDAN,True
1507,42.38637839,-83.00093344,2001/12/15,5556 PENNSYLVANIA,True
1508,42.38754911,-83.01335389,2001/12/15,6114 BURNS,True
1509,42.40606282,-82.9833911,2001/12/15,12296 LONGVIEW,True
1510,42.42481851,-82.9604872,2001/9/15,12805 KELLY RD,True
1511,42.36395268,-82.98574982,2001/9/15,9626 KERCHEVAL,True
1512,42.42184793,-82.95318749,2001/9/15,11401 WAYBURN,True
1513,42.42489917,-82.96042728,2001/9/15,12809 KELLY RD,True
1514,42.33438171,-83.21603845,2001/5/15,20740 W SEVEN MILE,True
1515,42.41126306,-82.91379098,2001/5/15,4889 OPAL,True
1516,42.41078832,-82.91472317,2001/5/15,4900 CANYON,True
1517,42.40418229,-82.98882181,2014/12/19,11822 LONGVIEW,True
1518,42.39445127,-83.12302807,2014/12/19,13639 LINWOOD,True
1519,42.41820672,-82.97145922,2014/12/19,14475 GLENFIELD,True
1520,42.41820672,-82.97145922,2014/12/19,14475 GLENFIELD,True
1521,42.33168114,-83.04799604,2014/12/19,488 WARING,True
1522,42.33168114,-83.04799604,2014/12/19,239 HEIDT,True
1523,42.33168114,-83.04799604,2014/12/19,239 HEIDT,True
1524,42.3750215,-83.17309356,2014/12/19,11732 WARD,True
1525,42.33168114,-83.04799604,2014/12/18,5571- 73 ALLENDALE,True
1526,42.33168114,-83.04799604,2014/12/18,5102 -04 OREGON,True
1527,42.33168114,-83.04799604,2014/12/18,9669 - 71 MARTINDALE,True
1528,42.35780295,-83.11775062,2014/12/18,4377 PACIFIC,True
1529,42.37771323,-83.12686056,2014/12/18,4033 BURLINGAME,True
1530,42.34208603,-83.08510354,2014/12/18,4014- 16 ELMHURST,True
1531,42.37942898,-83.15987804,2014/12/18,12257 WASHBURN,True
1532,42.37832855,-83.15675766,2014/12/18,12065 INDIANA,True
1533,42.37807043,-83.13071725,2014/12/18,11803 OTSEGO,True
1534,42.37643074,-83.13357836,2014/12/18,11695 CASCADE,True
